Id,Label
9911114,Some Remarks on the Finitude of Quiver Theories
9911075,Compactified Quantum Fields. Is there Life Beyond the Cut-off Scale?
9911141,Irreducible Antifield Analysis of $p$-Form Gauge Theories
9911035,On first order formulations of supergravities
9911175,On the Duffin-Kemmer-Petiau Formulation of the Covariant Hamiltonian
9911255,Comparing Instanton Contributions with Exact Results in N=2
9911040,Chiral Symmetry Breaking in the AdS/CFT Correspondence
9911207,Two-Loop Quark Self-Energy in a New Formalism (II): Renormalization of
9911125,Center Vortices; Nexuses; and Fractional Topological Charge
9911028,Large Gauge Ward Identity
9911024,Twist decomposition of nonlocal light-ray operators and harmonic tensor
9911169,Phase Structure of Non-Commutative Field Theories and Spinning Brane
9911064,O(d;d) invariance at two and three loops
9911050,The Contribution of Instanton-Antiinstanton Fluctuations to the Ground
9911189,Peeling and Multi-critical Matter Coupled to Quantum Gravity
9911132,Decomposition of SU(N) connection and Effective Theory of SU(N) QCD
9911101,Branes; AdS gravitons and Virasoro symmetry
9911107,Renormalizability of the Dynamical Two-Form
9912007,Shortening of primary operators in N-extended SCFT_4 and
9911080,Duality and Strings; Space and Time
9911202,The Master Gauge String
9912021,Local BRST cohomology for p-form gauge theories
9911166,Goldstone-type superfields and partial spontaneous breaking of D=3; N=2
9911112,On Affleck-Dine-Seiberg Superpotential and Magnetic Monopoles in
9911081,Type I vacua with brane supersymmetry breaking
9911106,Construction of a Novel Superstring in Four Dimensions
9911119,Non-BPS Dyons and Branes in the Dirac-Born-Infeld Theory
9912005,Quantum Mass Correction of Solitons in (1+1)D via Numerical Methods
9911110,Liouville bootstrap via harmonic analysis on a noncompact quantum group
9911208,Two-dimensional Yang-Mills theory: perturbative and instanton
9911239,The formulae of Kontsevich and Verlinde from the perspective of the
9911052,Super-p-brane actions from interpolating dualisations
9911223,Anomaly inflow and RR anomalous couplings
9911168,Effects related to spacetime foam in particle physics
9911145,Magnetic Monopoles; Center Vortices; Confinement and Topology of Gauge
9911174,New Regular Black Hole Solution from Nonlinear Electrodynamics
9911082,Worldvolume Theories; Holography; Duality and Time
9911222,The Operator Product Expansion of N=4 SYM and the 4-point Functions of
9912024,Quantum gravity corrections to the Schwarzschild mass
9911224,Reaction-rate formula in out of equilibrium quantum field theory
9911123,Quantum fluctuations of Wilson loops from string models
9912028,Chiral Fermions and AdS/CFT Duality for a Nonabelian Orbifold
9911227,Ultraviolet and Infrared Finiteness in Two Dimensional Curved Space-Time
9911183,Scalar Absorption by Noncommutative D3-branes
9911161,Gauge Theory and the Excision of Repulson Singularities
9911131,Chiral limit of the two-dimensional fermionic determinant in a general
9911185,Primordial Inflation
9912003,A gerbe obstruction to quantization of fermions on odd dimensional
9912015,Bags; junctions; and networks of BPS and non-BPS defects
9911060,Stress-Energy Tensors for Higher Dimensional Gravity
9911235,Fluid Dynamical Profiles and Constants of Motion from D-Branes
9912033,On the Coupling of Gravitons to Matter
9911057,On the Hierarchy Between Non-Commutative and Ordinary Supersymmetric
9911085,Noncommutative open strings from Dirac quantization
9911111,Relative entropy for compact Riemann surfaces
9911068,TASI Lectures on Matrix Theory
9911134,Non-Compact Compactifications with Brane Worlds
9911179,Casimir force between Chern-Simons surfaces
9911184,Yang-Mills instantons on 7-dimensional manifold of G_2 holonomy
9911180,D=7 SU(2) Gauged Supergravity From D=10 Supergravity
9911209,Monopole Solutions in AdS Space
9911192,Correlators in integrable quantum field theory. The scaling RSOS models
9911143,"A Note on ""Irreducible"" p-Form Gauge Theories with Stueckelberg Coupling"
9911203,A Note on T-Duality; Open Strings in B-field Background and Canonical
9911149,On Stable Sector in Supermembrane Matrix Model
9911148,Gravitating monopole and black holes at intermediate Higgs masses
9911226,Spontaneous Time Asymmetry due to Horizon
9911093,Dyons and Interactions in Nonlinear (Born-Infeld) Electrodynamics
9911160,Correlation functions in the Coulomb branch of N=4 SYM from AdS/CFT
9911213,Matrix difference equations for the supersymmetric Lie algebra sl(2;1)
9912036,Perturbative BF-Yang-Mills theory on noncommutative R^4
9911074,Asymptotically Free Non-Abelian Gauge Theories With Fermions and Scalars
9911178,New non-diagonal solutions to the $a_n^{(1)}$ boundary Yang-Baxter
9911196,RG-Improved Three-Loop Effective Potential of the Massive $\phi^4$
9911041,Finite N Matrix Models of Noncommutative Gauge Theory
9911063,The Action Principle in Epstein Glaser Renormalization and
9911248,Casimir energy of a non-uniform string
9911201,Supersymmetric Action of SL(2;Z)-covariant D3-brane and its
9911244,On the equivalence between topologically and non-topologically massive
9911182,Propagators for massive symmetric tensor and p-forms in AdS(d+1)
9911018,A note on bosonic open strings in constant B field
9911127,A comment on the 4D antisymmetric tensor field model
9911152,Finite gravitational action for higher derivative and stringy gravities
9911072,Creation and evolution of magnetic helicity
9911251,Non-commutativity; Zero modes and D-brane Geometry
9911090,Charged Macroscopic type II Strings and their Networks
9912002,On the Uniqueness of Black Hole Attractors
9911230,Asymptotically Anti-de Sitter Space-times: Conserved Quantities
9911156,Heterotic Anomaly Cancellation in Five Dimensions
9912031,A non-Fock fermion toy model
9911181,Cosmology on a Three-Brane
9912037,On The Varying Speed of Light in a Brane-Induced FRW Universe
9911225,Quantum Equivalence of Auxiliary Field Methods in Supersymmetric
9911154,PhreMology--calibrating M-branes
9911098,Renormalization of Quantum Field Theories on Noncommutative R^d; I.
9911031,Noncommutative spacetime and the fractional quantum Hall effect
9911120,Coset-Space String Compactification Leading To 14 Subcritical Dimensions
9911139,Supersymmetric Nonlinear Sigma Models as Gauge Theories
9911133,Knot Invariants from Classical Field Theories
9911069,New classes of black hole spacetimes in 2+1 gravity
9911212,Supersymmetric extension of Moyal algebra and its application to the
9911088,Static Potential in N=4 Supersymmetric Yang-Mills Theory
9911079,Renormalization using Domain Wall Regularization
9911147,"A brief review of ""little string theories"""
9911246,Magnetic Interactions of D-branes and Wess-Zumino Terms in Super
9911129,Closed Form Effective Conformal Anomaly Actions in D$\geq$4
9911217,Kasner Asymptotics of Horava-Witten Cosmology
9911219,On Equivalence of Duffin-Kemmer-Petiau and Klein-Gordon Equations
9911087,The Fermion Doubling Problem and Noncommutative Geometry
9912017,Family of Boundary Poisson Brackets
9911232,Nonstandard coproducts and the Izergin-Korepin open spin chain
9911096,Gravity Duals of Fractional Branes and Logarithmic RG Flow
9911142,Aspects of (2+1) dimensional gravity: AdS3 asymptotic dynamics in the
9911037,Dualities in integrable systems and N=2 theories
9911197,On the Flattening of Negative Curvature via T-Duality with a
9911061,Gauge-invariant variables; WZW models and (2+1)-dimensional Yang-Mills
9911092,Superfield BRST Charge and the Master Action
9911198,Bloch-Wilson Hamiltonian and a Generalization of the Gell-Mann-Low
9911036,Two-dimensional QCD and instanton contribution
9911100,Facts and Fictions about Anti deSitter Spacetimes with Local Qantum
9911126,Generalized Taub-NUT metrics and Killing-Yano tensors
9911124,The Thermodynamic Potentials of Kerr-AdS Black Holes and their CFT Duals
9911117,The cosmology with the Dp-brane gas
9911135,Three-point correlators of stress tensors in maximally-supersymmetric
9911034,Direct Derivation of Scaling Relation of Prepotential in N=2
9911116,Universality of the Tachyon Potential
9911254,Remarks on Duffin-Kemmer-Petiau theory and gauge invariance
9911021,Three Family Type IIB Orientifold String Vacua with Non-Abelian Wilson
9911167,The Finiteness Requirement for Six-Dimensional Euclidean Einstein
9911162,Grand unification using a generalized Yang-Mills theory
9911023,Exact Solution of the Six-Vertex Model on a Random Lattice
9911206,Nonlinear Instantons from Supersymmetric p-Branes
9911059,Semigroup Representations of the Poincare Group and Relativistic Gamow
9912009,Extremal Curves in 2+1-Dimensional Yang-Mills Theory
9912023,Gravitating dyons and the Lue-Weinberg bifurcation
9911228,4-dimensional BF Gravity on the Lattice
9911216,Critical amplitudes and mass spectrum of the 2D Ising model in a
9911095,A Correspondence Between Supersymmetric Yang-Mills and Supergravity
9911109,Interactions of chiral two-forms
9911195,Magnetic Strings In Five Dimensional Gauged Supergravity Theories
9911019,String theory predictions for future accelerators
9912032,Quantum Annihilation of Anti- de Sitter Universe
9911051,Dualization of Interacting Theories Including p=d-1 Limiting Cases
9911214,Gauge Invariance of the Quantum Electrodynamics in the Causal Approach
9912008,Local Quantum Theory beyond Quantization
9911056,The World of Babyskyrmions
9911193,Greybody factor for D3-branes in B field
9911215,The Renormalization Group Approach to the Confining String
9911067,M Theory and Cosmology
9911253,Curved branes from string dualities
9912029,Non-BPS D0-brane instanton effects in type I string theory
9911218,Solitons in Brane Worlds
9912013,Surface counterterms and boundary stress-energy tensors for
9911054,Geodesic Flow on the n-Dimensional Ellipsoid as a Liouville Integrable
9911066,Lectures on Superconformal Quantum Mechanics and Multi-Black Hole Moduli
9912025,Horizontal and Vertical Five-Branes in Heterotic/F-Theory Duality
9911173,S-Duality and Brane Descent Relations
9911025,Theta-terms in nonlinear sigma-models
9911234,Non-Compact $AdS_5$ Universe with Parallel Positive Tension 3-Branes
9911211,Split dimensional regularization for the Coulomb gauge at two loops
9912010,Weyl Groups in AdS(3)/CFT(2)
9911140,Canonical Quantization of Open String and Noncommutative Geometry
9911238,Consistency of the $AdS_7\times S_4$ reduction and the origin of
9911055,Gravity in the Randall-Sundrum Brane World
9911177,On the thermodynamics of the 2+1 dimensional Gross-Neveu model with
9911016,Light cone formalism in AdS spacetime
9911121,Composite antisymmetric-tensor Nambu-Goldstone bosons in a four-fermion
9911130,The partition function of a 3-dimensional topological scalar-vector
9911020,Massless particles and the geometry of curves. Classical picture
9912030,A 10-form Gauge Potential and an M-9-brane Wess-Zumino Action in Massive
9911194,Perturbative Relations between Gravity and Gauge Theory
9911076,Junction equations for two spherically symmetric spacetimes and the
9911103,Gauged Thirring Model in the Heisenberg Picture
9911144,On the Irreducible BRST Quantization of Spin-5/2 Gauge Fields
9911053,Hopf Map and Quantization on Sphere
9911243,The Mass Spectrum of N=1 SYM(2+1) at Strong Coupling
9911204,"On Infinite Quon Statistics and ""Ambiguous"" Statistics"
9911151,Thermal Renormalons in Scalar Field Theory
9911026,Noncommutative String Theory; the R-Matrix; and Hopf Algebras
9911176,Covariant Quantization with Extended BRST Symmetry
9911242,Non-Abelian Stokes Theorem and Quark Confinement in SU(N) Yang-Mills
9911105,The Exact S-Matrix for an osp(2|2) Disordered System
9911097,Confinement; Chiral Symmetry Breaking and Faddeev-Niemi Decomposition in
9911247,Kahler Fermions on the Weitzenbock space-time
9911108,SUSY-Extended Field Theory
9911022,Tests of M-Theory from N=2 Seiberg-Witten Theory
9911062,Entropy for Asymptotically AdS_3 Black Holes
9911188,Electromagnetic Duality Based on Axiomatic Maxwell Equations
9911115,N=2 supersymmetric gauge theories with massive hypermultiplets and the
9912019,Space-Time Foam From Non-Commutative Instantons
9912027,The Gauging of Five-dimensional; N=2 Maxwell-Einstein Supergravity
9912014,Gaugeon Formalism for Spin-3/2 Rarita-Schwinger Gauge Field
9911033,An approach to approximate calculations of Green functions
9911153,Matrix Theory in a Constant C Field Background
9911078,Conformal Field Theory and the Exact Solution of the BCS Hamiltonian
9911199,More CFTs and RG Flows from Deforming M2/M5-Brane Horizon
9911164,A Naturally Small Cosmological Constant on the Brane?
9911017,Successive Toroidal Compactifications Of A Closed Bosonic Strings
9911186,Quantum Spectrum of Instanton Solitons in Five Dimensional
9911136,The Noncommutative Bion Core
9911128,Gauging of 1d-space translations for nonrelativistic matter - geometric
9912011,One-instanton test of the exact prepotential for N=2 SQCD coupled to a
9911065,Monopoles in non-Abelian Einstein-Born-Infeld Theory
9911077,Two-dimensional dilaton gravity and spacetimes with finite curvature at
9911038,High energy limits of various actions
9911205,Mass scales; supersymmetry breaking and open strings
9911039,Comments on Double Scaled Little String Theory
9911190,Discrete Deformations in Type I Vacua
9911163,Logarithmic Operators in AdS_3/CFT_2
9911233,Discrete gauge fields
9911073,The propagator for a general form field in $AdS_{d+1}$
9911032,Dirac-Kahler approach connected to quantum mechanics in Grassmann
9911099,Freckled Instantons in Two and Four Dimensions
9911150,Gravitons and gauge fields in 5d Chern-Simons supergravity
9911240,Renormalization Group Flows from Five-Dimensional Supergravity
9911165,Brane-world solutions; standard cosmology; and dark radiation
9911027,Holography and the Future Tube
9911221,On Low-Energy Effective Actions in N = 2; 4 Superconformal Theories in
9912006,Explicit construction of constrained instantons
9911249,Matrix strings from generalized Yang-Mills theory on arbitrary Riemann
9911086,Qualitative Analysis of Isotropic Curvature String Cosmologies
9911231,Aharonov-Bohm Effect in the Abelian-Projected SU(3)-QCD with
9912039,Notes on Unfair Papers by Mebarki et al. on ``Quantum Nonsymmetric
9911113,Monopoles in String Theory
9912001,AdS/CFT and gravity
9911171,Structure Constants for New Infinite-Dimensional Lie Algebras of
9911241,Singletons and Neutrinos
9911094,Mirror Symmetry and Toric Geometry in Three-Dimensional Gauge Theories
9911155,Duality in a fermion-like formulation for the electromagnetic field
9912018,RG-Flow; Gravity and the Cosmological Constant
9911237,Mass Gap in Kaluza-Klein Spectrum in a Network of Brane Worlds
9912210,Scalar Quartic Couplings in Type IIB Supergravity on $AdS_5\times S^5$
9912146,Spectral Sum Rules of the Dirac operator and Partially Quenched Chiral
9912184,Brane Transmutation in Supergravity
9912163,Asymptotic Zero Energy States for SU(N greater or equal 3)
9912114,Finite One-Loop Corrections and Perturbative Gauge Invariance in Quantum
9912157,String Creation and Monodromy from Fractional D-branes on ALE spaces
9912217,Distances in Finite Spaces from Noncommutative Geometry
9912161,D branes in string theory;I
9912152,RR Flux on Calabi-Yau and Partial Supersymmetry Breaking
9912042,Conformal Blocks and Correlators in WZNW Model. I. Genus Zero
9912142,Confining Phase of Three Dimensional Supersymmetric Quantum
9912244,On the Critical Behavior of D1-brane Theories
9912045,Conserved Charges for Even Dimensional Asymptotically AdS Gravity
9912205,Fields
9912084,Cyclic Coset Orbifolds
9912227,Instantons and scattering in N=4 SYM in 4D
9912175,Probing Solitons in Brane Worlds
9912106,(p;q) 5-Branes in Non-Zero B-Field
9912199,Irreducible Hamiltonian approach to the Freedman-Townsend model
9912133,Elliptic models and M-theory
9912100,Closed String Brane-Like States; Brane Bound States and Noncommutative
9912065,Supersymmetric M5-branes with H-field
9912043,D0 and D1 Brane With $\kappa_-$ and $\kappa_+$ Extended Symmetry
9912071,Electroweak Phase Transition in Strong Magnetic Fields in the Standard
9912233,Gravity; Stability and Energy Conservation on the Randall-Sundrum
9912185,Compactification of M(atrix) theory on noncommutative toroidal orbifolds
9912216,Canonical approach to 2D WZNW model; non-abelian bosonization and
9912097,Finite One-Loop Calculations in Quantum Gravity: Graviton Self-Energy;
9912230,A mass hierarchy from recoiling D branes
9912151,Open string instantons and superpotentials
9912144,On the Duality between Perturbative Heterotic Orbifolds and M-Theory on
9912141,Flow Equations for U_k and Z_k
9912243,Off-shell structure of the string sigma model
9912078,Descendant Gromov-Witten Invariants; Simple Hurwitz Numbers; and the
9912125,Crystal Manyfold Universes in AdS Space
9912102,Generalized Casimir Energies for systems with arbitrary ($\epsilon(z)$)
9912101,Discrete Torsion and Symmetric Products
9912108,Gauge and gravitational anomalies in D=4 N=1 orientifolds
9912148,Comment on ``On spin-1 massive particles coupled to a Chern-Simons
9912059,Spinor Parallel Propagator and Green's Function in Maximally Symmetric
9912236,SO(d;d) Transformations of Ramond-Ramond Fields and Space-time Spinors
9912253,Note on the Gauge Fixing in Gauge Theory
9912052,A Theorem on First-Order Interaction Vertices for Free p-Form Gauge
9912247,A note on the BRST cohomology of the extended antifield formalism
9912132,Domain walls of gauged supergravity; M-branes; and algebraic curves
9912103,The Supermoduli Space of Matrix String Theory
9912112,Generalized abelian coset conformal field theories
9912062,General Relativity + Quantum mechanics --> Discretized Momentum
9912207,Three-dimensional QCD in the adjoint representation and random matrix
9912073,Absorption by Double-Centered D3-Branes and the Coulomb Branch of N=4
9912074,Evidence for Nonvanishing Cosmological Constant in NonSusy Superstring
9912046,Renormalisability of the SU(n) Gauge Theory with Massive Gauge Bosons
9912113,Hints of a New Relativity Principle from $p$-brane Quantum Mechanics
9912221,Introduction to Hopf algebras in renormalization and noncommutative
9912121,A New Approach to Superstring Field Theory
9912076,Branes in Super-AdS Backgrounds and Superconformal Theories
9912235,Euclidean field theory on a sphere
9912128,Scalar Matter Coupled to Quantum Gravity in the Causal Approach: Finite
9912068,A note on the action-angle variables for the rational Calogero-Moser
9912239,Correlation functions and boundary conditions in RCFT and
9912192,Bianchi Type I Cosmology in N=2; D=5 Supergravity
9912087,Zero Modes and Conformal Anomaly in Liouville Vortices
9912111,An Algebraic Bootstrap for Dimensionally Reduced Quantum Gravity
9912220,On Feynman graphs as elements of a Hopf algebra
9912222,1/4 Partial Breaking of Global Supersymmetry and New Superparticle
9912092,Renormalization in quantum field theory and the Riemann-Hilbert problem
9912241,From SYM Perturbation Theory to Closed Strings in Matrix Theory
9912080,Partial Supersymmetry Breaking from Five Dimensions
9912189,Gauge Symmetry from Integral Viewpoint
9912090,On the effective action of stable non-BPS branes
9912188,D-branes on some one- and two-parameter Calabi-Yau hypersurfaces
9912218,Type I Vacua from Diagonal $Z_3$-Orbifolds
9912124,Duality in Integrable Systems and Generating Functions for New
9912191,Conformal Anomaly from d5 Gauged Supergravity and c-function Away from
9912234,The SU(2) Skyrme model and anomaly
9912130,From Large N Matrices to the Noncommutative Torus
9912159,S-Duality; SL(2;Z) Multiplets and Killing Spinors
9912075,Two-Loop Diagrams in Noncommutative $\phi^4_4$ theory
9912085,Compactification near and on the light front
9912118,Brane-world creation and black holes
9912172,Three Dimensional Differential Calculus on the Quantum Group SU_q(2) and
9912245,Analytical results for string propagation near a Kaluza-Klein black hole
9912082,Monopole Dynamics and BPS Dyons N=2 Super-Yang-Mills Theories
9912143,Logarithmic Operators in the Theory of Plateau Transition
9912093,Combinatoric explosion of renormalization tamed by Hopf algebra: 30-loop
9912053,Multivalued Entropy of Supersymmetric Black Holes
9912201,Irreducible Hamiltonian BRST approach to topologically coupled abelian
9912212,Noncommutative supergeometry and duality
9912129,Gauge dependence of effective gravitational field
9912050,The Origin of Chiral Anomaly and the Noncommutative Geometry
9912134,The weak-field expansion for processes in a homogeneous background
9912170,On the antipode of Kreimer's Hopf algebra
9912257,Non-Tachyonic Type 0B Orientifolds; Non-Supersymmetric Gauge Theories
9912061,Particle with torsion on 3d null-curves
9912123,Knot Invariants and Topological Strings
9912178,Point Splitting and U(1) Gauge Invariance
9912070,On Open String Sigma-Model and Noncommutative Gauge Fields
9912177,World-volume Solitons of the D3-brane in the Background of (p;q)
9912060,Four-dimensional gravity on a thick domain wall
9912254,Witten's Open String Field Theory in Constant B-Field Background
9912126,Glueball Spin
9912160,Wave function of the radion in a brane world
9912238,Geometrical Evaluation of Star Products
9912140,Thermal effects in perturbative noncommutative gauge theories
9912206,Target-Space Duality in Heterotic and Type I Effective Lagrangians
9912209,Black Hole Formation in AdS and Thermalization on the Boundary
9912044,On The Universality Class Of Little String Theories
9912086,Duality Relations Among Topological Effects In String Theory
9912115,Translocality and a Duality Principle in Generally Covariant Quantum
9912072,Noncommutative Perturbative Dynamics
9912098,A Candidate for Renormalizable and Diffeomorphism Invariant 4D Quantum
9912110,Supersymmetry and Chiral Symmetry
9912117,D-Branes; AdS/CFT Correspondence; and T-Duality
9912256,A solution to the zero-hamiltonian problem in 2-D gravity
9912259,Charged Rotating Black Hole in Three Spacetime Dimensions
9912063,Field-to-particle transition based on the zero-brane approach to
9912258,IIB Matrix Model with D1-D5 Backgrounds
9912095,Chiral anomalies and Poincare invariance
9912204,Supersymmetric 4D Orientifolds of Type IIA with D6-branes at Angles
9912079,Fundamental strings in Dp-Dq brane systems
9912261,Intersecting Branes and Generalized Vortices
9912116,On the dual-vector field condensation in the dual Monopole
9912193,Large hierarchy from extra dimensions
9912164,TASI Lectures on Branes; Black Holes and Anti-de Sitter Space
9912064,Zero-brane approach to quantization of biscalar field theory about
9912088,Commuting Hamiltonians from Seiberg-Witten Theta-Functions
9912262,Exact Symmetries realized on the Renormalized Group Flow
9912056,'t Hooft tensors as Kalb-Ramond fields of generalised monopoles in all
9912047,Instantons on Noncommutative R^4 and Projection Operators
9912041,Quantizing Yang-Mills Theory: From Parisi-Wu Stochastic Quantization to
9912215,Application of Non-Perturbative Renormalization Group to
9912166,Puncture of gravitating domain walls
9912203,The Rest-Frame Instant Form of Dynamics and Dirac's Observables
9912240,Finite Temperature QED: Non-Cancellation of Infrared Divergencies and
9912057,Schwarz-Sen duality made fully local
9912040,Vacuum effective action and inflation
9912173,On the Chiral WZNW Phase Space; Exchange r-Matrices and Poisson-Lie
9912096,Three-Dimensional Extremal Black Holes and the Maldacena Duality
9912165,(p + 1)-Dimensional Noncommutative Yang-Mills and D($p - 2$) Branes
9912246,On the Gravitational Scaling Dimensions
9912158,Two-Loop $\phi^4$-Diagrams from String Theory
9912224,Strings and black holes
9912145,Comments on Non-Supersymmetric Orientifolds at Strong Coupling
9912252,Ground State of the Quantum Symmetric Finite Size XXZ Spin Chain with
9912127,Einstein Gravity - Supergravity Correspondence
9912196,Thermodynamic Bethe Ansatz of the Homogeneous Sine-Gordon models
9912208,Standard Models from Heterotic M-theory
9912122,Irreversibility and higher-spin conformal field theory
9912194,Quantization of classical singular solutions in Yang-Mills theory
9912154,Closed N=2 Strings: Picture-Changing; Hidden Symmetries and SDG
9912183,Scalar field theory limits of bosonic string amplitudes
9912181,Duality in Heterotic Vacua With Four Supercharges
9912179,Local symmetries in the Hamiltonian framework. 1. Hamiltonian form of
9912105,T-Duality and Conformal Invariance at Two Loops
9912077,Symmetry-deforming interactions of chiral p-forms
9912069,Gauge Theoretic Formulation of Dilatonic Gravity Coupled to Particles
9912223,Regularized Casimir energy for an infinite dielectric cylinder subject
9912153,Manifest Supersymmetry in Non-Commutative Geometry
9912048,Calculating the infra-red limit of quantum field theory using
9912231,A Geometric Approach to the Standard Model
9912119,The AdS/CFT Correspondence Conjecture and Topological Censorship
9912156,AdS_5 and the 4D Cosmological Constant
9912083,Complete Supersymmetric Quantum Mechanics of Magnetic Monopoles in N=4
9912213,Rotation of D-brane and Non-commutative Geometry
9912150,M-Theory on S^1/Z_2 : New Facts from a Careful Analysis
9912225,BPS Amplitudes; Helicity Supertraces and Membranes in M-Theory
9912232,Localization of Matter and Cosmological Constant on a Brane in Anti de
9912136,Gauge Invariant Variational Approach with Fermions: the Schwinger Model
9912055,A Causal Entropy Bound
9912049,Isometric Embedding of BPS Branes in Flat Spaces with Two Times
9912168,Short representations of SU(2;2/N) and harmonic superspace analyticity
9912255,Spontaneously Broken Space-Time Supersymmetry in Open String Theory
9912211,Non-BPS domain wall configurations in a supersymmetric model
9912202,W-algebras from symplectomorphisms
9912237,Chiral Hybrid Bag Model with the Boson Field inside the Bag
9912066,Self-Duality of Various Chiral Boson Actions
9912248,Dimensional renormalization of Yukawa theories wia Wilsonian methods
9912182,Classification of 5-Dimensional Space-Time with Parallel 3-Branes
9912149,Calculation of the phi^4 6-loop non-zeta transcendental
9912171,Noncommutative geometry and quantization
9912198,Irreducible antifield BRST-anti-BRST formalism for reducible gauge
9912139,Holographic Principle and AdS/CFT Correspondence
9912228,Relativistic Resonances; Relativistic Gamow Vectors and Representations
9912054,Massive spin 2 propagator on de Sitter space
9912137,An insider's guide to quantum causal histories
9912219,Application of Tomita-Takesaki theory in algebraic euclidean field
9912242,Metric Fluctuations in Brane Worlds
9912081,Domain wall junctions in a generalized Wess-Zumino model
9912131,Vector Fields; Flows and Lie Groups of Diffeomorphisms
9912251,Induced Lorentz and PCT Symmetry Breaking in an External Electromagnetic
9912195,Finite Temperature Effective Action in Monopole Background
9912094,Perturbative analysis on infrared aspects of noncommutative QED on R^4
9912155,AdS-Flows and Weyl Gravity
9912174,$\Lambda$-symmetry and background independence of noncommutative gauge
9912187,Vacuum Domain Walls in D-dimensions: Local and Global Space-Time
9912260,Exact Scattering States of Dirac-Born-Infeld Equation with Constant
9912051,Generalized Superconformal Symmetries and Supertwistor Dynamics
9912167,Perturbative analysis on infrared and ultraviolet aspects of
9912135,Exact Description of Black Holes on Branes II: Comparison with BTZ Black
9912176,Casimir energy of a dilute dielectric ball in the mode summation method
9912162,Calculating the tension of domain wall junctions and vortices in
9912229,A New Mechanism of Spontaneous SUSY Breaking
9912200,Irreducible Hamiltonian BRST analysis of Stueckelberg coupled p-form
9912186,A Solution to the Hierarchy Problem with an Infinitely Large Extra
9912138,Renormalization of Wilson Operators in the Light-Cone Gauge
9912109,New Approach to the Integrability of the Calogero Models
9912120,Four-Point Amplitude from Open Superstring Field Theory
9912197,Irreducible antifield-BRST approach to reducible gauge theories
9912107,M Theory on the Stiefel manifold and 3d Conformal Field Theories
9912067,A Hiker's Guide to K3 - Aspects of N=(4;4) Superconformal Field Theory
9912226,Brane Rotating Symmetries and the Fivebrane Equations of Motion
9912091,Bicovariant Calculus in Quantum Theory and a Generalization of the Gauss
9912104,Fields; Strings; Matrices and Symmetric Products
9912099,Two and three-fermion 3D equations deduced from Bethe-Salpeter equations
9912058,On RG-flow and the Cosmological Constant
9912214,Normal Bundles; Pfaffians and Anomalies
9912089,Integrable structures in classical off-shell 10D supersymmetric
9912180,Spin Chain Models with Spectral Curves from M theory
9912249,Tachyon condensation in string field theory
9912250,Non-renormalization of next-to-extremal correlators in N=4 SYM and the
9912147,D-Branes on K3-Fibrations
9912169,A CPT anomaly
9912278,Semi-naive dimensional renormalization
9912273,Brane Cube Realization of Three-dimensional Nonabelian Orbifolds
9912267,On the relation between Euclidean and Lorentzian 2D quantum gravity
9912279,Self-Duality; Ramond-Ramond Fields; and K-Theory
9912287,Global structure of exact cosmological solutions in the brane world
9912276,Four-Dimensional Planck Scale is Not Universal in Fifth Dimension in
9912270,Yang-Lee Zeros of the Ising model on Random Graphs of Non Planar
9912272,Twisted Bundles on Noncommutative $T^4$ and D-brane Bound States
9912294,Relativistic particle interaction with a weak electromagnetic field
9912264,The OSp(1|4) Superparticle and Exotic BPS States
9912271,Lectures on Supersymmetric Yang-Mills Theory and Integrable Systems
9912293,Corrections to the Abelian Born-Infeld Action Arising from
9912268,Yang-Mills Theory in Three Dimensions as Quantum Gravity Theory
9912283,A Heavy Fermion Can Create a Soliton: A 1+1 Dimensional Example
9912288,S-wave absorption of scalars by noncommutative D3-branes
9912275,D branes in string theory; II
9912269,Quadratic Effective Action for QED in D=2;3 Dimensions
9912285,Dimensional reduction; magnetic flux strings; and domain walls
9912266,Deformation of Conifold and Intersecting Branes
9912274,Open String Field Theory on Noncommutative Space
9912290,Shuffling quantum field theory
9912263,ADM approach to 2+1 dimensional gravity
9912281,Mathematics and Physics of N=2 Strings
9912280,Coordinate-Free Action for AdS3 Higher-Spin-Matter Systems
9912292,1/4 PBGS and Superparticle Actions
9912291,Small object limit of Casimir effect and the sign of the Casimir force
9912277,On G/H geometry and its use in M-theory compactifications
9912265,Symmetrization of Berezin Star Product and Path-Integral Quantization
9912282,Reparametrization Invariance and the Schrodinger Equation
9912284,On the Gauge Fixing of the k Symmetry on AdS and Flat Background: the
9912286,Exact Renormalized One-Loop Quantum Corrections to Energies of Solitonic
9912289,Gauge Fixing in the Chain by Chain Method
9904139,Four Fermion Field Theories and the Chern-Simons Field: A
9904017,Renormalization Group Flows from Holography--Supersymmetry and a
9903206,The Standard Model and its Generalizations in Epstein-Glaser Approach to
9904109,Superparticle Models with Tensorial Central Charges
9904135,Massive-Scalar Absorption by Extremal p-branes
9904042,Conformal Symmetry and A New Gauge in the Matrix Model
9904217,Calabi-Yau black holes and (0;4) sigma models
9903185,Dynamics of a planar domain wall with oscillating thickness in \lambda
9904087,Instanton corrections in N=2 supersymmetric theories with classical
9903258,Understanding Radiatively Induced Lorentz-CPT Violation in Differential
9903257,Three Dimensional Black Hole Coupled to the Born-Infeld Electrodynamics
9904180,Dynamical Symmetry Breaking in Spaces with Constant Negative Curvature
